Red Baseball Cap Limited | Asset ID: 1028606 | Owners: 44,400
Pinstripe Fedora Limited | Asset ID: 14463095 | Owners: 14,269
Motocross #77: The Sting | Asset ID: 14463468 | Owners: 3,441
ROBLOX Aerocorp Squadron Leader | Asset ID: 14492251 | Owners: 3,893
Generic Supervillian Helmet | Asset ID: 14515478 | Owners: 2,634
Pink Pillbox Cap | Asset ID: 14515620 | Owners: 190
Minotaur | Asset ID: 14515645 | Owners: 466
Fencing Mask | Asset ID: 14515674 | Owners: 1,513
Blinky the Cyclops | Asset ID: 14515709 | Owners: 229
Hoverbike Racing Helmet | Asset ID: 14516312 | Owners: 1,408
Super-G LS33 Disruptor | Asset ID: 14516975 | Owners: 7,753
Fastfood Worker | Asset ID: 14670997 | Owners: 4,424
Mad Cow | Asset ID: 14673292 | Owners: 219
Cavalry Sabre | Asset ID: 14719505 | Owners: 24,421
US Cavalry Hat | Asset ID: 14719541 | Owners: 2,788
MTA Baseball Cap | Asset ID: 14761468 | Owners: 1,046
Fire-Nine Phlogistron | Asset ID: 14767425 | Owners: 2,421
Ice-Nine Drone Helm | Asset ID: 14767453 | Owners: 30,955
Outlawed Vampumatiger Hybrid Limited | Asset ID: 14817131 | Owners: 195
Tokyokhaos Giraffe Limited | Asset ID: 14860671 | Owners: 1,279
The Great Lion | Asset ID: 14860728 | Owners: 208
Crusader Helm | Asset ID: 14860752 | Owners: 4,062
Meeboid | Asset ID: 14860933 | Owners: 4,616
Dearth Nadir | Asset ID: 14860974 | Owners: 469
Iceworld Smuggler Limited | Asset ID: 14861078 | Owners: 1,114
The Green Fury | Asset ID: 14861316 | Owners: 8,962
Teh Dread Luchador | Asset ID: 14861328 | Owners: 1,019
Compass | Asset ID: 14864611 | Owners: 6,352
Werewolf Mask Limited | Asset ID: 15013035 | Owners: 2,823
Tentacles Junior Limited | Asset ID: 15054210 | Owners: 1,334
Bat Wings | Asset ID: 15054233 | Owners: 567
GE Drone | Asset ID: 15054256 | Owners: 450
Steampunk Willy | Asset ID: 15096016 | Owners: 627
Flail Fail | Asset ID: 15133476 | Owners: 825
1st Battalion Red Devils Beret | Asset ID: 15133491 | Owners: 23,346
Pointed Helm of "Ouch!" | Asset ID: 15133506 | Owners: 1,546
Caltrops | Asset ID: 15176169 | Owners: 2,832
We Heart Crustaceans | Asset ID: 15176808 | Owners: 1,532
Head Ornament | Asset ID: 15176834 | Owners: 3,461
The Horned One | Asset ID: 15176970 | Owners: 1,430
Thunderbolt Mask | Asset ID: 15176986 | Owners: 3,360
Iron Helm | Asset ID: 15177264 | Owners: 7,350
Korblox Deathspeaker | Asset ID: 15177415 | Owners: 810
Taco | Asset ID: 15177716 | Owners: 14,938
Helen The Hiphipapotamus | Asset ID: 15179006 | Owners: 2,061
Hotdog Head Limited | Asset ID: 15318156 | Owners: 167
Yachting Cap | Asset ID: 15318239 | Owners: 575
Silver Mask of the Boy-King | Asset ID: 15364093 | Owners: 954
Spam Exterminator | Asset ID: 15395219 | Owners: 6,044
Dunce Cap | Asset ID: 15396058 | Owners: 595
First Aid Kit | Asset ID: 15397778 | Owners: 1,301
Mr. Ribbit | Asset ID: 15430732 | Owners: 1,289
Feared Skull of All Eternity's Doom Limited | Asset ID: 15432399 | Owners: 267
Troglodyte Foot Soldier | Asset ID: 15468758 | Owners: 997
Kappa | Asset ID: 15468792 | Owners: 212
T-Wrecks | Asset ID: 15468814 | Owners: 499
Troglodyte Leader | Asset ID: 15468829 | Owners: 550
Iron Spiky Thing | Asset ID: 15469557 | Owners: 826
ROBLOX Warriors Football Helmet | Asset ID: 15469575 | Owners: 12,444
Dumpsville Dummies Football Helmet | Asset ID: 15469898 | Owners: 2,349
Flower Balloon Hat | Asset ID: 15470126 | Owners: 209
Mosquito Balloon Hat | Asset ID: 15470143 | Owners: 286
Goblet | Asset ID: 15470183 | Owners: 9,118
Gridiron Guitar | Asset ID: 15470222 | Owners: 1,386
Elegant Blade | Asset ID: 15470359 | Owners: 12,310
Phantasmagorical Band Hat | Asset ID: 15637587 | Owners: 494
Happy Monkey Friend | Asset ID: 15637612 | Owners: 1,307
Protest Sign: Save the Whales | Asset ID: 15642486 | Owners: 1,385
Not Particularly Super Hero | Asset ID: 15668133 | Owners: 18,801
Le Lapin Rouge | Asset ID: 15668139 | Owners: 164
Geolocator | Asset ID: 15668963 | Owners: 15,198
Cactrot | Asset ID: 15697459 | Owners: 15,515
Reevee | Asset ID: 15697477 | Owners: 182
Crouching Tiger | Asset ID: 15727059 | Owners: 211
Impossible to Obtain Red Wedding Cake Hat | Asset ID: 15727085 | Owners: 933
Halloween Harbinger Limited | Asset ID: 15727771 | Owners: 3,949
Tubamaphone | Asset ID: 15729125 | Owners: 279
Blue Oni | Asset ID: 15730594 | Owners: 980
Red Oni | Asset ID: 15730609 | Owners: 221
Leland the Lolturtle | Asset ID: 15731350 | Owners: 4,650
Tee Vee Limited | Asset ID: 15857936 | Owners: 16,291
Tokyokhaos Super Happy Fun Monkey Companion | Asset ID: 15857967 | Owners: 2,026
Wicked Racing Helmet Limited | Asset ID: 15884864 | Owners: 365
USA Biker Headband | Asset ID: 15885002 | Owners: 4,276
Bull Moose Party Constituent | Asset ID: 15913827 | Owners: 979
Soccer Hat | Asset ID: 15913870 | Owners: 1,869
Coffee House Intellectual Imposter Limited | Asset ID: 15926904 | Owners: 157
Blue Plaid Fedora Limited | Asset ID: 15929967 | Owners: 1,180
Starblox Latte | Asset ID: 15932306 | Owners: 3,785
Moai | Asset ID: 15967519 | Owners: 7,817
Empyrean Reignment | Asset ID: 15967743 | Owners: 85,718
Mischief Horns | Asset ID: 15967797 | Owners: 9,165
Football Hat | Asset ID: 15967814 | Owners: 391
Bad Bunny | Asset ID: 15967833 | Owners: 1,193
Celestial Helm | Asset ID: 15967848 | Owners: 973
Tokyokhaos Penguin | Asset ID: 15967866 | Owners: 20,481
Harbinger of Fimbulwinter | Asset ID: 15970544 | Owners: 2,370
Protest Sign: We Want User GUIs Now! Limited | Asset ID: 15973049 | Owners: 519
Macon the Bacon | Asset ID: 16101524 | Owners: 798
It Hurts My Eyes | Asset ID: 16101552 | Owners: 257
Trashcan Warrior | Asset ID: 16101568 | Owners: 3,107
Sk8r Boi | Asset ID: 16101707 | Owners: 106,132
Baseball Helmet | Asset ID: 16131034 | Owners: 3,479
Bandit the Bumbling Puppy | Asset ID: 16157957 | Owners: 11,631
Tiny Toaster | Asset ID: 16158062 | Owners: 2,203
Sir Burnsalot Limited | Asset ID: 16158562 | Owners: 1,763
Collector's Item Limited | Asset ID: 16171848 | Owners: 259
Mr. Robot | Asset ID: 16179349 | Owners: 76,993
Commando Frog | Asset ID: 16179360 | Owners: 8,492
Lawn Gnome | Asset ID: 16179440 | Owners: 1,524
Cake | Asset ID: 16214845 | Owners: 8,367
Crossbow | Asset ID: 16216702 | Owners: 3,477
Big Foot | Asset ID: 16218189 | Owners: 999
Yeti | Asset ID: 16218204 | Owners: 919
Melon Head | Asset ID: 16218214 | Owners: 17,808
Apple | Asset ID: 16218228 | Owners: 1,535
William Tell | Asset ID: 16218249 | Owners: 245
RBX Skater | Asset ID: 16218365 | Owners: 22,287
Petunias | Asset ID: 16218433 | Owners: 233
Tokyokhaos Koala | Asset ID: 16218454 | Owners: 2,892
Baby Fire Breathing Cyclops of Doom | Asset ID: 16356925 | Owners: 956
Straw Demon | Asset ID: 16356930 | Owners: 1,418
Lunar Landing Astronaut Helmet | Asset ID: 16385338 | Owners: 4,782
The Emerald Horned One | Asset ID: 16385350 | Owners: 1,685
L8r Sk8r | Asset ID: 16412779 | Owners: 3,600
RBX Neon Cap | Asset ID: 16412791 | Owners: 3,333
Sk9r Boi Limited | Asset ID: 16412796 | Owners: 60,263
Bat Sword | Asset ID: 16433862 | Owners: 1,282
Protest: More Gear Nao | Asset ID: 16435306 | Owners: 498
Skull Cane | Asset ID: 16435368 | Owners: 966
Happy Jack-o'-Lantern Limited | Asset ID: 16437015 | Owners: 6,175
Genlin | Asset ID: 16437252 | Owners: 160
Frank | Asset ID: 16468771 | Owners: 373
The Dark Reaper | Asset ID: 16469427 | Owners: 10,154
Hi-Velocity Phaser 5700 | Asset ID: 16469499 | Owners: 1,594
Police Riot Helmet | Asset ID: 16469532 | Owners: 5,687
Skull and Crossbones | Asset ID: 16469756 | Owners: 229
Raptor Skull | Asset ID: 16598409 | Owners: 458
Hallowreaper Limited | Asset ID: 16598538 | Owners: 220
Spiky Biker | Asset ID: 16598606 | Owners: 400
Gravity Coil | Asset ID: 16688968 | Owners: 145,664
Moneybag | Asset ID: 16722267 | Owners: 18,457
Fire Fighter Hazard Mask | Asset ID: 16725421 | Owners: 24,418
Straw Man | Asset ID: 16725684 | Owners: 265
Tin Man | Asset ID: 16725695 | Owners: 193
Cheezburger | Asset ID: 16726030 | Owners: 15,143
Pirate's Flintlock | Asset ID: 16726984 | Owners: 4,677
Columbus | Asset ID: 16853468 | Owners: 725
The Nightmare Before Chrizzmax Limited | Asset ID: 16887291 | Owners: 270
Skull Harlequin | Asset ID: 16887301 | Owners: 2,482
Boo Visor Limited | Asset ID: 16899436 | Owners: 2,982
Jolly Jade Giant | Asset ID: 16924451 | Owners: 338
Lightbulb Head | Asset ID: 16924462 | Owners: 1,386
The Masked Popcorn Enthusiast! Limited | Asset ID: 16924470 | Owners: 442
Tic Tac Toe Board | Asset ID: 16924676 | Owners: 2,442
Mindgrapes | Asset ID: 16951083 | Owners: 4,839
Viridian Hood Limited | Asset ID: 16954107 | Owners: 890
Flashbang | Asset ID: 16979083 | Owners: 40,520
Clown Hat | Asset ID: 16984840 | Owners: 34,605
Happy Clown | Asset ID: 16984857 | Owners: 4,342
Fire Clan Hillfighter | Asset ID: 16984981 | Owners: 187
Pink Penguin Limited | Asset ID: 16985920 | Owners: 5,933
Chinese Dragon Head | Asset ID: 16985939 | Owners: 757
Pumpkin Pi Limited | Asset ID: 16986805 | Owners: 7,610
Cursed Mummy Friend Limited | Asset ID: 16987194 | Owners: 658
Eternal Flame of Destiny | Asset ID: 17109993 | Owners: 1,356
Eternal Frost of Fate | Asset ID: 17109997 | Owners: 467
The Calamity Kid | Asset ID: 17139610 | Owners: 409
Digital Man | Asset ID: 17139619 | Owners: 362
Alien Death Panda Limited | Asset ID: 17204526 | Owners: 384
Evil Scarecrow | Asset ID: 17204534 | Owners: 1,685
WWII Infantry Hat | Asset ID: 17204601 | Owners: 10,138
Bookzilla | Asset ID: 17204605 | Owners: 981
Bloxiade | Asset ID: 17237662 | Owners: 5,592
Haunted Cheezburger | Asset ID: 17237692 | Owners: 2,560
Thunderdrone Limited | Asset ID: 17238263 | Owners: 600
The Red Destroyer | Asset ID: 17238278 | Owners: 402
Noramros the Hero's Hero Limited | Asset ID: 17238307 | Owners: 180
Ironic Welder's Mask | Asset ID: 17238596 | Owners: 533
Burro Pinata | Asset ID: 17238615 | Owners: 403
Future Space Hero | Asset ID: 17238652 | Owners: 787
Rokughor | Asset ID: 17238657 | Owners: 404
Renaissance Muffin Hat | Asset ID: 17239168 | Owners: 4,393
Fruit Turban Thing | Asset ID: 17363637 | Owners: 185
Age of Exploration | Asset ID: 17363645 | Owners: 46,203
Golden Gate Bridge Limited | Asset ID: 17363660 | Owners: 186
Halloween Jester Cap | Asset ID: 17393484 | Owners: 685
Red Monster League Baseball Cap Limited | Asset ID: 17394804 | Owners: 2,887
Blue Monster League Baseball | Asset ID: 17394814 | Owners: 4,737
Sir Beatdown the Mighty | Asset ID: 17394839 | Owners: 1,693
Stained Glass Chrysalis | Asset ID: 17394855 | Owners: 683
The Midas Glove | Asset ID: 17407931 | Owners: 177,973
Eyes of the Everworld | Asset ID: 17407999 | Owners: 139,652
Outrageous Aetherspectacles | Asset ID: 17408011 | Owners: 139,700
Hood of the International Order of Buildmasters | Asset ID: 17408016 | Owners: 139,642
Outrageous Builders Club Hard Hat Limited | Asset ID: 17408283 | Owners: 133,661
Second. Worst. Halloween. Costume. Ever. | Asset ID: 17423899 | Owners: 5,521
Remember the Olde Kingdom | Asset ID: 17423906 | Owners: 206
Zombie | Asset ID: 17424616 | Owners: 931
Halloween Paintball 2009 Trophy | Asset ID: 17440559 | Owners: 5,909
UFO | Asset ID: 17449374 | Owners: 3,500
Green One | Asset ID: 17449385 | Owners: 1,098
Ram Spirit Titan | Asset ID: 17449394 | Owners: 165
Guardia Helm Limited | Asset ID: 17449403 | Owners: 14,439
Hothead | Asset ID: 17449488 | Owners: 847
Lumberjack Mac | Asset ID: 17449493 | Owners: 11,390
Bounty Hunter | Asset ID: 17449502 | Owners: 3,260
Cute Little Turtle Friend | Asset ID: 17449506 | Owners: 1,997
Dr. Octopus | Asset ID: 17449574 | Owners: 913
Hobgoblin Warlord | Asset ID: 17449612 | Owners: 1,820
Sinister P. Limited | Asset ID: 17450053 | Owners: 13,413
Ruby Serpent Mummy Mask Limited | Asset ID: 17450058 | Owners: 13,722
Ghost Bag | Asset ID: 17527921 | Owners: 5,551
Pumpkin Bucket Limited | Asset ID: 17527923 | Owners: 1,751
Winter Ski Cap | Asset ID: 17614431 | Owners: 9,886
Hollywood Sign Limited | Asset ID: 17614445 | Owners: 165
Super Mushroom | Asset ID: 17614451 | Owners: 1,123
Old School Football Helmet | Asset ID: 17640894 | Owners: 2,956
Chainmail Helmet | Asset ID: 17640922 | Owners: 199,059
Unimaginative Green Hat | Asset ID: 17640931 | Owners: 4,009
Siberian Vampumatiger | Asset ID: 17640942 | Owners: 697
Bat Knight | Asset ID: 17668217 | Owners: 199
Pizza Knight | Asset ID: 17735306 | Owners: 3,002
Sand Tempest Nomad Limited | Asset ID: 17735309 | Owners: 1,554
Exoflex Spax Helmex | Asset ID: 17735403 | Owners: 37,834
Firehead | Asset ID: 17736069 | Owners: 2,555
Iceface | Asset ID: 17736076 | Owners: 272
Prospector | Asset ID: 17871602 | Owners: 298
Tokyokhaos Froggy | Asset ID: 17871700 | Owners: 651
Sir Francis Drake | Asset ID: 17899940 | Owners: 189
Space Soldier | Asset ID: 17899964 | Owners: 5,922
Frost Clan Hillfighter | Asset ID: 17902820 | Owners: 4,636
Backwards 'R' Cap | Asset ID: 17903982 | Owners: 441,373
Veteran's Cap | Asset ID: 17925899 | Owners: 2,063
Commando Skullcap Limited | Asset ID: 17925914 | Owners: 1,649
Liberty Bell Limited | Asset ID: 17981849 | Owners: 166
Hazmat Isolation Helmet | Asset ID: 17981876 | Owners: 532
The Awe Star Limited | Asset ID: 18010691 | Owners: 700
Sub Zero Survival Gear | Asset ID: 18015797 | Owners: 13,182
Alien Airbreather | Asset ID: 18015827 | Owners: 3,359
Black Crisis Limited | Asset ID: 18015896 | Owners: 221
Ludicrous Floppy Hat With Unreasonably Large Bow | Asset ID: 18015906 | Owners: 4,275
Crimson Helm of the Unsetting Sun | Asset ID: 18015915 | Owners: 211
Samurai Soldier | Asset ID: 18015925 | Owners: 250
Crimson Katana of the Unsetting Sun Limited | Asset ID: 18017365 | Owners: 274
The Dream of Flight | Asset ID: 18151339 | Owners: 864
Operation Desert Cyclone | Asset ID: 18151473 | Owners: 44,700
Tin Foil Hat | Asset ID: 18171359 | Owners: 7,312
Arctic Hood Limited | Asset ID: 18171366 | Owners: 27,162
Guardia in Exile Limited | Asset ID: 18174901 | Owners: 287,484
Four-In-A-Row | Asset ID: 18210455 | Owners: 818
Niagara Falls Limited | Asset ID: 18213609 | Owners: 169
Desert Commander | Asset ID: 18244269 | Owners: 16,485
Hey DJ | Asset ID: 18265129 | Owners: 1,602
Protector of the Golden Palace | Asset ID: 18265162 | Owners: 2,020
Glaidus Maximus | Asset ID: 18265186 | Owners: 269
Spec Ops Desert Commando | Asset ID: 18265195 | Owners: 7,687
Martian Royal Corps Helmet | Asset ID: 18265382 | Owners: 269
Disintergrex Blast Gun Limited | Asset ID: 18268645 | Owners: 319
Martian Foot Soldier | Asset ID: 18270534 | Owners: 974
Spikey Stick of Civilized Negotiation | Asset ID: 18409191 | Owners: 6,347
Apple Pie Limited | Asset ID: 18426536 | Owners: 9,467
Native Bear | Asset ID: 18446258 | Owners: 952
Pilgrim Bear | Asset ID: 18446266 | Owners: 1,465
American Thanksgiving Hat | Asset ID: 18448100 | Owners: 3,846
Gobble Gobble Limited | Asset ID: 18448414 | Owners: 17,412
The Golden Turkey | Asset ID: 18454164 | Owners: 13,701
Staff of the Winds | Asset ID: 18462637 | Owners: 2,131
War Turkey | Asset ID: 18466105 | Owners: 3,084
Long Braids | Asset ID: 18468505 | Owners: 637
Paint Bucket | Asset ID: 18474459 | Owners: 20,604
Boomerang | Asset ID: 18479357 | Owners: 6,537
Chakram | Asset ID: 18479966 | Owners: 1,736
Bronze Khopesh | Asset ID: 18481407 | Owners: 15,853
Felt Capotain | Asset ID: 18482272 | Owners: 271
Pilgrim Bonnet | Asset ID: 18482279 | Owners: 1,263
Evil Vizer Limited | Asset ID: 18482382 | Owners: 210
Priest of Anubis | Asset ID: 18482391 | Owners: 413
The Viper Band Limited | Asset ID: 18482403 | Owners: 619
Pharaoh's Headdress | Asset ID: 18482412 | Owners: 543
Ra'k Guitar | Asset ID: 18482562 | Owners: 558
Scepter of Pharoahs | Asset ID: 18482570 | Owners: 6,118
Fish Bowl | Asset ID: 18484340 | Owners: 3,463
Gear Head | Asset ID: 18484349 | Owners: 329
Gorillaface | Asset ID: 18484353 | Owners: 9,130
Minion of the Deep Ones | Asset ID: 18698804 | Owners: 6,411
A Dark and Stormy Knight | Asset ID: 18698819 | Owners: 4,719
Red Assassin | Asset ID: 18698825 | Owners: 44,356
ROBLOX Wrestler | Asset ID: 18698830 | Owners: 9,319
Tree Hat | Asset ID: 18729811 | Owners: 1,892
Sci-Fi Santa Limited | Asset ID: 18729820 | Owners: 509
Nutcracker | Asset ID: 18730026 | Owners: 620
Lady Ninja | Asset ID: 18730098 | Owners: 380
Sci-Fi Elf | Asset ID: 18747613 | Owners: 2,948
Bull Moose Party | Asset ID: 18757803 | Owners: 44,540
Lost Boys | Asset ID: 18757821 | Owners: 367
Sports Santa Limited | Asset ID: 18775619 | Owners: 601
Golden Katana of the Unflinching Dawn Limited | Asset ID: 18776718 | Owners: 268
Zombie Chow | Asset ID: 18791111 | Owners: 246
Sports Elf Limited | Asset ID: 18803866 | Owners: 1,455
Director | Asset ID: 18821122 | Owners: 4,150
x32 Advanced Scout Headgear | Asset ID: 18821183 | Owners: 26,724
Assassin's Cowl | Asset ID: 18821194 | Owners: 397
Fort Buster | Asset ID: 18821214 | Owners: 14,435
Adventure Santa Limited | Asset ID: 18821226 | Owners: 579
Adventure Elf | Asset ID: 18821238 | Owners: 2,083
Blaster Droid | Asset ID: 18821302 | Owners: 1,024
Opened Verified Gift of Legitimacy | Asset ID: 18824203 | Owners: 376,392
Blue Alien | Asset ID: 18826487 | Owners: 1,807
Frosty the Snowfriend | Asset ID: 18971349 | Owners: 3,642
Horror Santa Limited | Asset ID: 18971358 | Owners: 469
Carnivore | Asset ID: 18971370 | Owners: 309
Opened Full Spectrum Gift of Groupmaster | Asset ID: 18973252 | Owners: 5,032
Opened Gift of Prime Nexus | Asset ID: 18987476 | Owners: 4,985
The Lion's Mane | Asset ID: 18999874 | Owners: 310
Droid Army | Asset ID: 18999898 | Owners: 15,512
Feliz Navidad | Asset ID: 19000201 | Owners: 233
Horror Elf | Asset ID: 19000659 | Owners: 1,275
Perfectly Legitimate Business Hat Limited | Asset ID: 19027209 | Owners: 333,506
Opened Aken Aten's Gift of Unburnt Glory | Asset ID: 19036530 | Owners: 2,309
Fantasy Santa Limited | Asset ID: 19043710 | Owners: 580
Fantasy Elf | Asset ID: 19060702 | Owners: 3,091
Opened Gift of Pi Maker's Lament | Asset ID: 19071020 | Owners: 708
Emeraldgrass Battlehelm | Asset ID: 19076732 | Owners: 506
Red Goblin | Asset ID: 19076735 | Owners: 1,793
Opened Double Decker Gift of Elvenkind | Asset ID: 19107748 | Owners: 1,594
Modern Military Santa Limited | Asset ID: 19107800 | Owners: 686
Hanukiah | Asset ID: 19111869 | Owners: 844
Wooden Dreidel | Asset ID: 19111883 | Owners: 996
Wood Cabin Snowglobe | Asset ID: 19111894 | Owners: 7,340
Modern Military Elf | Asset ID: 19112064 | Owners: 3,643
Eye of Ra | Asset ID: 19112080 | Owners: 342
Ninja Elf Limited | Asset ID: 19112105 | Owners: 2,587
Ninja Santa Limited | Asset ID: 19112109 | Owners: 594
Holiday Lights | Asset ID: 19112134 | Owners: 15,290
Mr. Chompers Limited | Asset ID: 19112220 | Owners: 478
LOL Santa Limited | Asset ID: 19264489 | Owners: 559
LOL Elf | Asset ID: 19264500 | Owners: 1,441
Snowcap | Asset ID: 19264580 | Owners: 21,847
Wild West Elf | Asset ID: 19296139 | Owners: 1,209
Wild West Santa Limited | Asset ID: 19296155 | Owners: 632
Opened Tan Gift of Ten Kilo Tix | Asset ID: 19319094 | Owners: 1,082
Opened Frozen Gift of All That Ice | Asset ID: 19320959 | Owners: 4,546
Town and City Santa Limited | Asset ID: 19327404 | Owners: 613
Town and City Elf | Asset ID: 19327418 | Owners: 1,139
Snowball | Asset ID: 19328185 | Owners: 10,243
Opened Wintery Gift of Thanks | Asset ID: 19345758 | Owners: 1,630
Full Spectrum Groupmaster Headband | Asset ID: 19347632 | Owners: 5,198
Pirate Elf Limited | Asset ID: 19364658 | Owners: 1,437
Pirate Santa Limited | Asset ID: 19364667 | Owners: 640
Sawbot | Asset ID: 19380600 | Owners: 156
Winter Celebration | Asset ID: 19381378 | Owners: 28,051
Snowglobe of Childhood Memories | Asset ID: 19381970 | Owners: 4,877
Candy Cane | Asset ID: 19382057 | Owners: 5,747
Your Head, a Marshmallow Floating in Hot Chocolate Limited | Asset ID: 19395368 | Owners: 3,771
Fruitcake | Asset ID: 19395497 | Owners: 1,245
Jack Frost | Asset ID: 19396270 | Owners: 177
Santa | Asset ID: 19396450 | Owners: 1,106
Evil Sorcerer | Asset ID: 19397028 | Owners: 756
Jingle Bells | Asset ID: 19397135 | Owners: 1,573
Ice King | Asset ID: 19397550 | Owners: 291
Naughty Bag | Asset ID: 19398193 | Owners: 241
The Steelbucket Pwn Halo | Asset ID: 19398473 | Owners: 503
ROBLOX Santa | Asset ID: 19398728 | Owners: 42,288
